Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.346194860366862,32,4,26,3,0,1,0.6323559410651818,0.6700133135219474,0.5760527769749453,196.0051277960743,45.09809939343804
"[4.50, 4.80)",4.65,4.662799713496334,22,2,22,0,0,0,0.6815537111033128,0.6399154080382734,0.0,143.63147945196496,30.803699124418312
"[4.80, 5.10)",4.949999999999999,4.909157262298102,21,1,12,1,0,0,0.7357015347761525,0.6852896805383195,0.0,142.2482235388541,28.976098327773688
"[5.10, 5.40)",5.25,5.209556647312783,12,0,12,0,0,0,0.6743031548251041,0.6578227642933286,0.0,93.73901032826367,17.993663698160677
"[5.40, 5.70)",5.550000000000001,5.508239904940102,10,0,3,0,0,0,0.6712692707412832,0.6024769096538024,0.0,91.08305926608581,16.53578290669536
"[5.70, 6.00)",5.85,5.874493760539651,5,0,4,0,0,0,0.7269516710028274,0.6360236158447091,0.0,45.730355240606315,7.7845610370357035
"[6.00, 6.30)",6.15,6.1218762566118565,1,0,1,0,0,0,0.6918594746836976,0.817693491064502,0.0,7.363288295194209,1.2027829355814863
"[6.30, 6.60)",6.449999999999999,6.4842017763253414,2,0,0,0,0,0,0.0,0.7141262461312752,0.0,18.15981925171638,2.800625254756912
"[6.60, 6.90)",6.75,6.75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
"[6.90, 7.50)",7.2,7.230753498237679,0,0,1,0,0,0,0.7252181594587523,0.0,0.0,-0.13913020374180665,-0.019241453020866536
"[7.50, 8.70)",8.1,8.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
